ID,completed,school1,major type,major1_1,major1_2,major_data,job,class1,class2,re_registration,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,major_field,desired_career_path,project_type,time_input,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,onedayclass_topic,h1_experience_score,h2_acquired_cert_cnt,h2_alignment_score,h3_hope_offline,h5_inflow_organic,h1_prev_class_count,h1_previous_any,h1_reregistration_yes,h2_major_data_flag,h2_desired_job_data_cnt,h2_desired_cert_cnt,h3_engagement_score,h3_time_input,h3_time_high,h4_text_len_reason,h4_text_len_total,h4_choice_breadth,h4_response_complexity_score,h5_inflow_referral
TRAIN_293,0,6,단일 전공,예체능,,False,직장인,1,4.0,아니요,내국인,지인 추천,현직자의 강의를 듣고 싶어서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,예체능,취업,개인,2.0,F. PM / 서비스 기획자,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,19.0,23.0,10.0,13.178053830347945,1.0
TRAIN_294,0,33,단일 전공,경영학,,True,대학생,6,,아니요,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,경영학,대학원 진학,개인,3.0,A. 금융 / 보험 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,10명 내외의 강의 리스너와 1명의 현직자,"머신러닝 / 딥러닝 응용, 금융공학",0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,23.0,29.0,10.0,13.401197381662156,0.0
TRAIN_295,0,16,"복수 전공 ( 다중전공, 이중전공 포함 )",기타,,False,대학생,4,5.0,아니요,내국인,인스타그램,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,"IT (컴퓨터 공학 포함), 인문학",취업,팀,2.0,F. PM / 서비스 기획자,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,Python 응용,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,6.0,8.0,4.0,6.19722457733622,0.0
TRAIN_296,0,17,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,아니요,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,IT (컴퓨터 공학 포함),취업,개인,2.0,D. 소프트웨어 개발자,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,10명 내외의 강의 리스너와 1명의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,20.0,25.0,9.0,12.258096538021482,0.0
TRAIN_297,0,30,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,2,,아니요,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,공학 (컴퓨터 공학 제외),취업,팀,2.0,D. 소프트웨어 개발자,주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),해외 기업 (빅테크),오프라인,100명 이상의 리스너와 10명 이상의 현직자,머신러닝 / 딥러닝 응용,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,26.0,28.0,4.0,7.367295829986475,0.0
TRAIN_298,0,38,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,2,,예,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,IT (컴퓨터 공학 포함),대학원 진학,개인,2.0,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",7.0,0.0,3.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,31.0,34.0,12.0,15.555348061489413,1.0
TRAIN_299,0,36,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,IT(컴퓨터 공학 포함),False,대학생,6,,아니요,내국인,인스타그램,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",공모전 경험,네. 온라인으로 참여하고 싶어요,인문학,대학원 진학,팀,2.0,"D. 소프트웨어 개발자, F. PM / 서비스 기획자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,10명 내외의 강의 리스너와 1명의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,0.0,46.0,55.0,8.0,12.02535169073515,0.0
TRAIN_300,0,20,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,1,,아니요,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,공학 (컴퓨터 공학 제외),취업,팀,1.0,D. 소프트웨어 개발자,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내외 반도체 기업,"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등)",0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,17.0,21.0,10.0,13.091042453358316,0.0
TRAIN_301,1,38,단일 전공,IT(컴퓨터 공학 포함),,False,직장인,4,5.0,아니요,내국인,지인 추천,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,공학 (컴퓨터 공학 제외),이직,팀,2.0,G. 자연과학계열 연구자,주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,17.0,21.0,6.0,9.091042453358316,1.0
TRAIN_302,1,27,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,자연과학,False,대학생,12,,예,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,"경제통상학, 인문학",취업,팀,3.0,A. 금융 / 보험 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),은행 및 보험 쪽 IT,오프라인,10명 내외의 강의 리스너와 1명의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",7.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,16.0,21.0,6.0,9.091042453358316,1.0
TRAIN_303,0,3,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,4,,아니요,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",공모전 경험,네. 오프라인으로 참여하고 싶어요,공학 (컴퓨터 공학 제외),취업,팀,2.0,D. 소프트웨어 개발자,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등)",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,54.0,60.0,6.0,10.11087386417331,0.0
TRAIN_304,1,15,단일 전공,경제통상학,,False,대학생,1,,아니요,내국인,지인 추천,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,"경제통상학, 사회과학",대학원 진학,개인,0.0,"B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자, H. 마케터 / 영업관리",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,32.0,14.0,17.49650756146648,1.0
TRAIN_305,0,27,단일 전공,경영학,,True,대학생,7,,예,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,경영학,취업,팀,1.0,"B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자, H. 마케터 / 영업관리",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,머신러닝 / 딥러닝 응용,7.0,2.0,4.0,0.0,0.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,27.0,34.0,9.0,12.555348061489413,1.0
TRAIN_306,0,24,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,경제통상학,False,취준생,4,12.0,아니요,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,사회과학,취업,팀,1.0,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용, 웹 크롤링",0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0,13.0,15.0,17.63905732961526,0.0
TRAIN_307,0,13,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,경영학,True,대학생,1,,아니요,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",현직자의 강의를 듣고 싶어서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,경영학,대학원 진학,팀,1.0,"B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",시니어 (10년차 ~),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),해외 기업 (빅테크),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등)",0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,34.0,36.0,7.0,10.610917912644224,0.0
TRAIN_308,0,62,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,IT(컴퓨터 공학 포함),False,대학생,1,4.0,아니요,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,인문학,취업,팀,2.0,B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,20.0,32.0,9.0,12.49650756146648,0.0
TRAIN_309,0,52,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,6,,아니요,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",인적 네트워크,네. 오프라인으로 참여하고 싶어요,공학 (컴퓨터 공학 제외),취업,팀,4.0,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",시니어 (10년차 ~),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,1.0,39.0,45.0,16.0,19.828641396489097,0.0
TRAIN_310,0,17,"복수 전공 ( 다중전공, 이중전공 포함 )",인문학,경영학,False,직장인,2,,아니요,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,"경영학, 인문학",취업,팀,4.0,F. PM / 서비스 기획자,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"SQL 응용, 웹 크롤링",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,23.0,35.0,6.0,9.583518938456109,0.0
TRAIN_311,0,3,"복수 전공 ( 다중전공, 이중전공 포함 )",법학,경영학,False,대학생,4,,아니요,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,법학,취업,팀,2.0,B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등)",0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,19.0,21.0,7.0,10.091042453358316,0.0
TRAIN_312,0,35,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,13,,아니요,내국인,에브리타임,현직자의 강의를 듣고 싶어서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,IT (컴퓨터 공학 포함),취업,팀,2.0,"A. 금융 / 보험 직무, D. 소프트웨어 개발자",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등)",0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,41.0,69.0,10.0,14.248495242049358,0.0
TRAIN_313,0,13,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,경영학,False,대학생,5,,아니요,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,사회과학,취업,팀,2.0,"B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등), 웹 크롤링",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,17.0,21.0,8.0,11.091042453358316,0.0
TRAIN_314,0,81,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,경영학,False,대학생,2,,아니요,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,경영학,취업,팀,4.0,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자, E. UI/UX 디자이너, F. PM / 서비스 기획자, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,1.0,53.0,67.0,16.0,20.219507705176106,0.0
TRAIN_315,0,66,단일 전공,경영학,기타,False,취준생,1,,아니요,내국인,인스타그램,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,사회과학,취업,팀,2.0,"B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자, F. PM / 서비스 기획자, G. 자연과학계열 연구자",시니어 (10년차 ~),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,13.0,18.0,12.0,14.94443897916644,0.0
TRAIN_316,0,22,단일 전공,경영학,,False,대학생,2,,아니요,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,"경제통상학, 사회과학",취업,팀,2.0,"B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용, 웹 크롤링",0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,4.0,21.0,17.0,20.091042453358316,0.0
TRAIN_317,0,21,단일 전공,경영학,,False,직장인,1,,아니요,내국인,지인 추천,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,경영학,이직,팀,6.0,A. 금융 / 보험 직무,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등)",0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,1.0,17.0,22.0,5.0,8.13549421592915,1.0
TRAIN_318,0,20,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,IT(컴퓨터 공학 포함),True,대학생,8,,예,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,프로젝트 경험,네. 온라인으로 참여하고 싶어요,공학 (컴퓨터 공학 제외),취업,팀,3.0,"B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",7.0,2.0,4.0,0.0,0.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,23.0,32.0,12.0,15.49650756146648,1.0
TRAIN_319,0,31,단일 전공,경영학,,True,대학생,6,,아니요,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,공학 (컴퓨터 공학 제외),취업,팀,2.0,"A. 금융 / 보험 직무, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,머신러닝 / 딥러닝 응용,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,3.0,19.0,7.0,9.99573227355399,0.0
TRAIN_320,0,22,단일 전공,경영학,,False,취준생,1,2.0,아니요,내국인,인스타그램,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,경영학,취업,팀,2.5,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.5,0.0,54.0,75.0,24.0,28.33073334028633,0.0
TRAIN_321,0,25,단일 전공,IT(컴퓨터 공학 포함),,False,대학생,13,,예,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,공모전 경험,아니요. 개인적으로 학회 활동을 하고 싶어요,공학 (컴퓨터 공학 제외),취업,개인,1.0,F. PM / 서비스 기획자,주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등)",7.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,22.0,5.0,8.13549421592915,1.0
TRAIN_322,0,91,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,1,2.0,아니요,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,IT (컴퓨터 공학 포함),취업,팀,2.0,"D. 소프트웨어 개발자, E. UI/UX 디자이너",시니어 (10년차 ~),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,38.0,47.0,11.0,14.87120101090789,0.0
TRAIN_323,0,2,"복수 전공 ( 다중전공, 이중전공 포함 )",법학,경영학,False,대학생,1,,아니요,내국인,인스타그램,"학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",인적 네트워크,네. 오프라인으로 참여하고 싶어요,"법학, 사회과학",취업,개인,1.0,"B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,온라인,3~50명 내외의 강의 리스너와 1명의 현직자,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,26.0,28.0,8.0,11.367295829986475,0.0
TRAIN_324,0,27,단일 전공,경영학,,False,대학생,4,,아니요,내국인,인스타그램,현직자의 강의를 듣고 싶어서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,경영학,취업,개인,1.0,B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,Python 응용,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,27.0,4.0,7.332204510175204,0.0
TRAIN_325,0,0,,,,False,대학생,4,,아니요,외국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,취업,팀,2.0,"B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),해외 기업 (빅테크),온라인,3~50명 내외의 강의 리스너와 1명의 현직자,머신러닝 / 딥러닝 응용,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,23.0,39.0,5.0,8.688879454113936,0.0
TRAIN_326,0,47,단일 전공,경영학,,True,대학생,1,2.0,아니요,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,경영학,취업,팀,2.0,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, E. UI/UX 디자이너",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),스타트업 C-level,"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용, 웹 크롤링",0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,6.0,11.0,18.0,20.484906649788,0.0
TRAIN_327,1,56,단일 전공,교육학,,True,대학생,13,,아니요,내국인,에브리타임,혼자 공부하기 어려워서,공모전 경험,네. 온라인으로 참여하고 싶어요,교육학,취업,팀,2.0,F. PM / 서비스 기획자,시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,머신러닝 / 딥러닝 응용,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,15.0,20.0,7.0,10.044522437723423,0.0
